Review,Score
"game ramah, bikin hilang cape, bikin bahagia, gamenya mudah, timnya kuat kuat",5
game ini lumayan seru dan ada banyak Hero gratisan tapi ini agak membuat emosi karena terlalu banyak dark system,4
"Game nya seru dari pada moba yg lain ini moba yg paling bagus,tapi kalo bisa Adain fitur pilih role nya satu aja jgn harus dua,susah kalo mau pus mmr nya",5
"game nya bagus tapi sering ada bug nya , contohnya hero² nya bisa ngilang",4
game moba yang bagus grafis nya mantap semua nya oke tapi ada ketidak nyamanan dari player karena toxic,5
Game ini sangat bagus aku suka dengan mobile legend dan aku kadang menang kadang kalah tapi jangan menyerah ayo terus bersama MLBB,5
"game ini seruu bangett cocok buat siapapu, saya sangat rekomendasi game iniii, ini game adalah game favorite akuuu OMGGG sangattt bagussss. makasiihhh udah buat game seseru ini, disini juga kita bisa ketemu dan main bareng sama orang baru, bisa kenal lebih banyak makhluk hidup🤭🤭",5
game yang bagus tapi kurangin drak sistem kalo bisa kasih tutorialnya yang jelas biar ga meresahkan tim,5
game nya sangat bagus cocok buat pelajar yang gabutt tapi ada kendala di jaringan suka sering nge lag,4
"untuk moonton yang terhormat, tolong untuk device redmi note 12 pro 5G di kasih frame rate ultra dong, biar bisa main di 120fps",5
gem nya bagus hd dan sekarang Hero nya sakit sakit semua tetapi banyak ke temu drak sistem tapi tetap bagus ok ifen nya bagus bagus semua,5
"akhir2 terlalu banyak bug dan lag, tolong d perbaiki, sinyal ijo tapi kadang2 gk bisa gerak",5
"Gamenya seru, trus sekarang fiturnya juga makin keren dan bagus. Pokoknya update kali ini muasin bgtt",4
game mobile legends ini sangat bagus dan menarik dan seru untuk dimainkan saat waktu luang dan bisa bermain bersama teman-teman,5
game nya bagus banget. Soal strategi dan gameplay juga di latih serita kerja sama tim,5
game nya seru dan lumayan gampang nya tapi kurang betah karna gak ada animasi bagus nya,4
Game nya sangat menarik bisa bikin bosen hilang paling the best ningame maaf (saya player honor of Kings) Mobile legend itu keren kece banget,5
pake nanya! game ini selalu mendampingi ku saat sedang gabut.. ini game terbaik yg pernah ada (walaupun ngedrak dikit),5
game ini sekarang jadi jelek dalam segi pengalaman bermain banyak player yang tidak di saring yang menyebabkan pengalaman buruk pemain tolong di perbaiki,5
game ya bagus tapi banyak sekali drak sistem misal ya dia udah main lama banget tapi dia cuma bisa saru hero skil ya aja kaya apa ya udah gitu doang,4
Game yg sangat ramah ringan untuk hp yg tidak mendukung tapi terkadang ada masalah jaringan itu aja terimakasih,5
"fitur semakin bagus , grafis bagus , pengalaman bermain yang menyenangkan dan sangat menghibur",5
gemnya bagus' tapi tolong jaringan nya di perbaiki padahal udah pake wifi+kota masih aja ngeleg,4
Gem nya seru enak kalo di mainin kalo lagi waktu senggang tapi kadang juga maunya hilangin stres pake Gem ini bukanya stres tambah hilang malah nambah berkali lipat,5
gamenya keren dan menarik namun sedikit dekorasi membuatnya makin keren 🔥😆 lancar terus moon toon,5
bagus tapi tolong pertimbangkan lagi fitur pemilihan karna banyak pelecehan yang masih maksa dan jangan kasih saya detak sistem dan jangan apdet terus gak kuat hp ku.,5
"perform di dalam game sangat lancar tidak ada kendala sama sekali,, Tapi mau' juga jumpa drank system 😓😓",5
"game favorit kuu , ini satu² ny game yang aku mainin , game nya seru (bangett) tapi ku kasih bintang 4 karna rank aku ga naik² , moonton kasi aku tim yang bagus dong , dan kasi aku naik ke mitikk , pliss lahhh",4
game ini baguslah walaupun sering ketemu tim yang jelek tapi untuk segi gameplay udah bagus kok kembangkan terus ya moonton👍,5
game mobile yg sangat bagus untuk mabar dan berkomunikasi agar bisa memenangkan pertandingan,5
gamenya bagus tapi tolong jangan kasih tim musuh yang susah susah montoon 🙏🏾apalagi kalo ketemu tim darksistem tapi bagus kok i like,5
"gamenya keren, desain skin nya juga bagus, trs banyak event lagi tambah rame deh",5
mantap game nya cuman agak kurang di sinyal aja sih suka ngelag tiba2 tolong diperbaiki lagi,5
"game nya bagus dan dapat dinikmati, tapi playernya yang membuat tidak mood memainkan game ini karena ada beberapa player yang sengaja feed",5
keren bgt woie lahh kyk gmn ya jelasin nya?? pokoknya seru banget aku juga bisa dapat banyak temen online makasih mobile legends💐,5
"untuk akurat game bagus lore cerita ny juga keren, tpi sayang banyak bgt hero yg perlu di revamp",4
"lumayan yaps, meskipun playernua kebanyakan vevan + toxic, but etto tak ap, soalnua sy sigma jd sy bs berthan dngn game emnih, ditambah lgi game emni lmyn asix, jd sy sk lh y, ak ksih reting 8/10 🤭😛😛",4
gamenya bagus banyak skin yang bikin ga bosen tapi harga skin mahal banget 😭 jaringan juga suka ga stabil 🔥,4
game nya menarik.Event nya seru!!!jarang ada bug.aku suka...kalian harus download..aku gak bohong lohhh.....,5
Game nya seru plizz tapi minus nya kalo main jaringan suka lag padahal tanda jaringan nya hijau,4
"bagus keren dan bisa mabar tapi minusnya sering ketemu team poke, bot dan, team trol🙏",5
"Mobile legends sekarang makin beda, Grafik nya makin bagus dan juga ada Beberapa latihan",5
lumayan buat game nya udh makin banyak skin gratis nya juga buat yg player gratisan untung banget,5
kasih tim ny gajelas sistem buat match making buat player solo lama lag parah kenapa gw kasih bintang 5 karena buat muncul paling atassss,5
sejauh ini game bagus wlaupun ada beberapa bug yg meresahkan dan yg pling mnjadi masalah itu player nya yg suka melakukan troll,4
Game nya gampang seru tapi banyak dark sistem gamau kerja sama egois tapi itu seru saya mendapatkan banyak teman.,5
game nya bagus grafik bagus tapi sayang skin gratiss yang falenten cloudw kaga kluar lagi tolong di keluarin lagi ya saya mohon,5
"game nya bagus,,tapi pemain solo jangan di pasangin sama bot apalagi di dalam pertandingan melawan rank yang diatas kita",5
"kualitas skinnya bagus"" efek nya juga apa lagi kalau pakai skin kolep suaranya makin bagus sejauh ini aku main MOBA ini yg paling bagus",5
"Saya sgt suka mlbb , apalagi sekarang grafiknya beuh keren, saran aja kalau ngasih tim yang bener dikit kek",5
"game ini sangat ramah, bagus buat rekomendasi teman2 saya agar bisa berinteraksi kepada sesama player, game bagus sopan ramah player2nya😇",5
"overral udh bagus banget,min nya itu cuman memang timnya yg agak gimana,jumpa dark sistem terus.",5
mobile legends terbaik sih menurut gua.cuma moonton harus bertindak lanjut lagi soal bug yg kadang suka aneh aneh,5
"Moonton balikin suara faramis gua ke yang suara yang lama, sama carmilla juga, apaan coba suara faramis udah ga serem lagi kek dulu",4
aangan menyenangkan ml bagi ku udah seperti dunia ke 2 tapi ada beberapa hal yang saya sesalkan kenapa saya dah main lebih dari 5th gak naik ke miytik tolong dong perbaiki sistem renk monton pliss kasih saya naik ke miytik soalnya saya sering di ejek Mulu,4
belum saya kasih bintang 5 karna mach nya sering tidak seimbang dan selalu di pertemukan dengan tim tukang troll dan egois udah gitu tim lawannya sangat kuat.,4
Game nya bagus tapi banyak kekurangan kadang suka lag sendiri dan dapat teman yang ngetroll,4
"baguss bangett, grafiknya juga jernihh, sering ada event skin gratis, suka bangett, emel dihati",5
game bagus dan match yang sangat seimbang dan banyak sekali player tolol bego ga guna ga bisa maen yang bisa mencapai mytic,5
pertahankan dan di pelancar perbaiki kekurangan yang ada di saat ini (hilangkan bug),5
game nya bagus dan seru tapi kadang tim nya kadang jelek kadang bagus dan musuhnya kadang lemah tapi juga ada yang kuat tapi saya terhibur,4
gem ini sangat bagus untuk di mainin dan sangat keren dan saya suka banget main bareng teman saya walaupun kadang ke temu drak sistem,5
"gamenya bagus untuk dimainkan semua orang tapi sulit untuk memenangkan di rank , tolong donk moonton jangan sulit di rank",5
Game nya sangat bagus sekali tapi kadang kadang kalo ketemu musuh yg susah mulu monton gimana ini,5
Gamenya bagus cuma kasih player yang waras bisa hyper sama roam. Udah itu aja,5
"game nya seru,tapi kadang kesel sendiri kalau dapet musuh yang susah terus dapet tim nya jelek.",5
"Game nya lumayan keren lah, cuma kurang nya itu, team nya, kadang dapet tim poke lah, team dark sistem lah, tapi lawannya jago-jago",4
game bagus Hero banyak keren grafik juga keren tapi game nya lumayan berat tapi bagus 😁👍🏻,5
geme ini bagus walaupun ada derk sistim buat geme ini bagus hd bagus dan keren Hero banyak pengalaman saya main game cukup Bagus,4
"cukup. Saya hanya ingin pembagian tim nya dirata-kan, sehingga skill tim dan lawan setara.",5
"gamenya seru, gak bikin Bosen, terus Piturnya juga bagus, mudah mudahan lebih bagus kedepannya",5
game nya sih cukup bagus tapi masih banyak orang yg ngeselin yg bisa dibilang dark sistem tapi game nya sudah keren banget ya,4
"game nya bagus seru juga ,tapi banyak bug nya mohon untuk mengurangi bug dalam game nya",4
game bagus terkadang ada sedikit bug mungkin kalo bisa bug nya tolong dihilangin,5
"ya walau sering lag,sering LS,tapi tetep kasih bintang 5,soalnya dunia sementara mobile legend selamanya.",5
"seru, asik, bisa main offline kalo ngga ada kuota, pokok nya seru dan kualitas nya bagus banget",5
Mobile legends emang terbaik tp tolong monton kembalikan chat yang sesudah pertandingan seperti dulu lagi.,5
"karna banyak drak sistem nya, tapi grafik Nya bagus dan pemainnya ramah banget🗿😇",4
game ini seru sekali bisa bermain dengan teman aku suka sekali bermain game ini membangun strategi berdiskusi dengan teman satu tim dan ber bincang bincang dengan lawan game ini adalah salah satu game terseru di semua game yang aku punya keseruanya Sampay lebih dari sekedar seru seru bangget suka saya sama game satu ini terima kasih monton sudah menciptakan game seseru ini tidak ada yang bisa mengalah kan game yang satu ini monton terimakasih sekali lagi untuk game yang kamu ciptakan ini seru,5
"terlalu banyak player ngetrol , jadi harapan saya di mobile legend selanjut nya bagi player yg terdeteksi nge trol walau menang tidak akan dapat bintang",4
"game ini sangat seru, ya biarpun agak susah dimainkan tapi game ini tetap seru, Hero dan skin² nya sangat bagus!",5
"game ini sangat bagus sayaa menyukai, dan semoga hilang kan drak sistem karna mengganggu saat ngerank di mobile legends",5
"ini adalah permainan yang sangat menyenang dengan hal² yang menarik dan skinnya bagus² dan sangat indah dengan warna yang bergradasi,jadi ayo coba sekaramg!",5
game nya bagus tapi tolonga agak di turunin mb nya biar yang HP nya kentang bisa maen juga dan game nya sedikit lagi trimakasi😇🙏,5
"Sistem mets nya tolong di benari,masih banyak solo ketemu musuh/tim main 2/3,draksistem tolong di kurangi",4
"buat fitur charisma harusnya jangan dibatas perhari cuma dapet 5000 aja,buat overall bagus bangett,game yang sangat seru",5
"MOONTON tolong lah perbaikin game lu, jangan cuma ngebikin skin baru, setiap kali main ngelag terus padahal pingnya 10-20 loh tapi giliran di pencet 200+",5
Gamenya bagus tapi grafiknya kurang bagus tolong perbaiki grafiknya n yabang saya kasih bintang 5,5
"dev tolong perbaiki sistem sinyalnya kok akhir akhir ini ping nya tinggi banget padahal sinyal nya bagus ini terjadi setiap sesudah update,sekali lagi tolong di perbaiki karena ini sangat menggangu saya karena sering afk dan masalah lain iya kalo sering kalah masih saya maklumi tapi kalo sistem nya error kayak gini sudah sangat menggangu dan bikin saya emosi 🙏🤬",5
seru banget grafik nya keren semoga mlbb makin sukses kedepan nya dan sering sering update.....,5
game nya lumayan seru tapi tolong min bug jaringan nya di ilangin sumpah itu ganggu banget kalau lagi puss,5
banyak dark sistem jaringan bagus tpi tetap nge lag mending main hok yang lebih mementingkan player daripada uang player gw kasih bintang lima biar orang tau,5
bagus dan dapat skin terbaru tolong kembangkan dan kasih skin yang bagus untuk para player semangat main nya,5
gamenya sangat menyenangkan untuk mengisi bosan dan grafik gamenya sangat jelas karakternya juga menarik dan bagus,5
game nya bagus tapi tolong untuk tim nya keseringan dapat dark sistem dan musuh nya jga yg seimbang jangan Kya Mao lawan pro plyayer aj,5
"Seru tapi kadang kalo spin harus beli diamond dulu jadi harus ngeluarin pengeluaran, dari grafik udah bagus",5
"game nya bagus, cuma kadang main solo selalu dapt tim yang trol tapi untuk game bagus kok",4
sangat bagus tapi yang mengurangi game itu adalah drak sistem pliss untuk hapus drak sistem sudah itu saja,4
halo moonton apakah saya boleh bertanya saat saya main tiba tiba lag padahal sinyal saya sangat bagus dan saya coba pakai wifi dan sama saja,5
gem nya sangat bagus dan cocok untuk main di masa kita gabut ml saya kasih bintang 5 buat monton. tambahkan skin gratis yang legenda ya 😁😄,5
"game nya bagus grafik lumayan walau sering lag di HP saya, cuman kurangin dikit event nya. cuma itu aja sisa lumayan",5
kadang kurangnya performa main tim bisa ngaruh besar sm kita jd susah kalau mau dapat poin bagus krn ngitung kda,4
bagus permainannya kalau tidak lagi di kendalikan sama aplikasi di kendalikan jadi tidal kalah yang setuju ngumpul di sininya,5
Kenapa game ini semakin lama semakin parah ya.. Setiap main pasti ngelagnya gak masuk akal dari segi ini kenapa montoon tidak perbaiki masalah jaringannya.. Selalu di update tapi jaringan semakin parah.. Padahal sudah pakek mode wifi dan data TPI tetap ngelag trus. Mohon di perbaiki jaringannya dan 1 lagi masalah player yg suka ngetroll/AFK mohon di hukum yg seberat2nya klau bisa di banned lama biar tidak meresahkan player yg lain..terima kasih mohon di perbaiki,5
"gamenya seru aja buat di mainin, tapi baru kali ini ada fitur pilih lane yang aslinya membuat solo player mempermudah untuk menang.. tapi di aku fitur pilih lane ini ga enak, dapetnya tim ngetroll terus, lebih sering kalah, habis itu juga kebanyakan kayak ada nih yang milih lane exp tapi dia ga bisa exp habis itu minta tuker tapi ngga ada yg mau buat tuker, alhasil dia ngetroll abiss...",4
"game nya mantap bagus,untuk grafik lumayan lah ya,perbanyak hero nya ya",5
"bagus sih tapi banyak drak sistem nya wkwkw. capek gua pus,solo ketemu tim drak sistem semua gak Reti main /konsep dan tujuan ya.",5
"permainan ini sangat seru,tapi mohon untuk di perbaiki yah bug bug di dalam game tersebut.",5
"game nya bagus banget, dan event event nya menarik bngt! pokoknya rekom bngt deh gamenya",5
game yang sangat bagus untuk di mainkan bahkan sampai banyak game yang saingan tapi menangan mobile legends,5
game nya udh bagus sama udh berkembang jadi suka bngt main semangat utk developer nya semoga trs berkembang,5
"game nya lumayan Bagus,tapi tolong lah kalo main solo atau duo tim nya dikasih yang jago lah jangan yang kaya computer,itu aja maksih",5
"fitur makin bagus, gameplay makin variatif, banyak event gratis, cuma masih ada kekurangan kayak pertandingan yang gak seimbang, misal seperti perbedaan kda rekan tim dengan musuh, pencampuran antara pemain baru dengan pemain berpengalaman. tolong untuk dibuat lebih adil lagi sistem pembagian timnya, khususnya buat player solo. ok makasih",4
game ya bagus tapi kurang ya banyak dari sistem susah main jadi nya dari lengend turun ke warrior dah lah😒,5
"Sudah bagus smua,TPI tolong timnya perbaiki karna tidak sesuai sama pangkatnya cara bermain",5
"seru banget bisa mabar terus event nya juga banyak, skin nya bagus bagus cuman kalo solo rank bikin stress",5
"Game macam apa ini,kalo main rank dikasih tim jelek terus,kalah terus kalo di rank,kalo selain rank menang terus game,aneeeehhhh",5
"game nya keren, visualnya keren. tpi jdi ngga keren sdkit krna aku skill issue",4
Kembalikan DM saya monton!! Sering sekali saya perhatikan Kalo ngeclaim sesuatu yg gratis itu sering terjadi lag padahal jaringan full saya pake WiFi. Tetapi saat tidak sengaja kepincit gacha ivent Saiya Saiya di saat jaringan lag. Itu DM nya tetap berkurang padahal Itu Tidak sengaja loh Tolong lah Monton kembalikan DM saya. GEMS nya menurut saya bagus. Tapi karna keseringan apdet bukan nya makin bagus tapi malah kebanyakan bug bug. Slah satunya yg saya alami sendiri. Kecewa ajasi DM saya ilang,5
"Game ini sebenarnya bagus, tetapi banyak hal yang membuat saya kesal terhadap game ini. Player sering dihadapkan dengan lawan yang sulit ketimbang lawan yang mudah/seimbang, bisa dibilang jarang. Itu membuat player kesusahan untuk naik rank, tolong usahakan untuk lebih sering memberi lawan yang seimbang. Terkadang jaringan yang player pakai bagus tetapi ketika di dalam game sering terjadi lag dan jaringan tidak stabil, mohon perbaiki secepatnya.",4
game nya sangat bagus Dan seru seperti game lainya Dan juga bias main bersama teman berkolaboarsi yang bagus Dan keren seperti naruto Dan lain nya,5
Karena game bagus sekali untuk bermain dan banyak skin gratis skinnya juga bagus bagus untuk dipakai,5
bagus banget apa lagi skin skin nya yg keren keren main nya pun gak pake banyak kuota,4
gamenya sangat bagus dan banyak coleb sama anime dan grafik nya lumayan bagus mbnya GK terlalu banyak cocok untuk android,5
game nya bagus banget min aku suka dan seru walaupun kalo update aku lag tapi gpp deh soal nya seru banget!,5
Saya sangat suka dengan game ini Dari hero dan pertandingan nya tingkat kan terus untuk game ini KURANGI DARK SISTEM,5
"game moba yang paling bagus aku coba,pertarungan yang epik tapi juga ada kesalahan sistem.",5
"bagus,cocok untuk yang suka gabut. event² nya juga ga main², banyak skin gratis dll",5
"gamenya bagus banget apa lagi bisa party atau solo pokoknya bagus,tapi dark sistem nya menggangu",5
"seru bgtt, kadang gamenya bikin kita kadang stress, tapi lama kelamaan jadi seru coii, worth it bangett",5
"game nya bagus, player nya ✨RAMAH✨ sekali, apalagi sama org darksistem. Sayangnya kalau ganti nama harus pake rename card, ya yaudalah ya, game nya juga seru + player nya baik dan ramah banget. Event nya juga seru, ada skin gratisan kadang².",5
game ini sangat bagus dan berkualitas tapi ada sedikit kekurangan dark sistem di ban aja monton itu saja hehe.,5
"udah bagus grafiknya juga mantap,tapi sekali sekali kasi lah DM gratis,dan sering sering trs kasi skin gratis👉👈",5
Gamenya sangat bagus dan menyenangkan di tambah HD GK kayak game sebelah!!!,5
Ini sangat bagus buat main tapi kadang kadang dapat teman yg nggak kompak jadi kalah dehhhh,5
ini game cukup bagus saya suka cuman minus nya hanya 1 kadang ada tim yang ngetroll atau sengaja kalah buat semuanya sudah bagus🙏🙏,5
Gem nya bagus sekali gratisan tapi mahal kalau di jual tolong perbaiki lawan sama tim yang setara,5
game ini sangat bagus untuk di mainkan kalo lagi gabut bisa bermain game ini tapi kurangi dark sistem nya,5
"Mobile legends itu game yang seru, tapi kenapa yah suka tiba tiba lag padahal sinyal bagus",4
"permainan ini sangat bagus, namun sayangnya memiliki banyak sekali masalah, seperti jaringan wifi yang lambat saat bermain, melakukan cheating kedalam permainan, dan juga selalu terkena bug atau masalah lainnya, mohon diperbaiki sekarang juga sebelum mereka mengetahui semuanya",4
Saran aja coba bikin versi litenya biar hp yg penyimpanan kecil tetap bisa lancar saat bermain mobile legend,5
"Mobile Legends tuh game-nya seru banget. Hero-nya banyak, skin-nya keren, dan gameplay-nya juga asyik. Tapi sayang banget, sering banget kena lag padahal sinyal lancar di aplikasi lain. Ping bisa tiba-tiba merah waktu war, terus jadi beban tim Udah coba pakai WiFi dan jaringan seluler, tetap aja kadang ngelag. Padahal HP udah spek oke. Semoga ke depannya Moonton bisa optimalkan server-nya atau tambahin fitur penguat jaringan kayak beberapa game lain. moga di baca 👍",5
sangat bagus sekali tapi tolong buat kan sistem kalau kalah tapi performanya bagus naikan bintang kaya game sebelah,5
"bagus, tapi kalo jaringan nggak stabil pas main keluar sendiri dari pertandingan",4
"game nya udah bagus saya suka, apalagi semakin kesini moonton udh mulai memperbagus skin nya, cuma ya kadang itu emng skinnya agak tipu tapi banyak detail, dan sebenarnya yang membuat skinnya bagus tuh entrance nya (tidak semua ya tapi). dan juga untuk season kali ini moonton sering ngasih tim yang gak seimbang, ya mungkin saja karena role roam sekarang susah di dapat, jarang yang main roam, jadi kadang tim sama musuh gak seimbang, mungkin karena kekurangan roam. gitu aja. untuk eventnya bagus",5
game ini sangat seru dan hebat mantap yang buat ini seperti monton tolong diperbaiki lagi tapi aku tetep kasi 5 bintang untuk mobilegen,5
sangat seru jika bermain bersama teman tapi sedikit menjengkelkan jika bermain sendiri atau solo karna dapat tim yg egoisnya sangat tinggi,5
"gameplay sih bagus, hanya saja dimulai dari rank epic kenapa selalu ada tim yang beban nya luar biasa? itu aja sih, tapi untuk fungsi-fungsi lainnya lumayan bagus, dan please lah. untuk skin skin bagus jangan mahal-mahal... susah cari diamond sekarang ini",4
"game nya udh bagus kok, cuman aku gasuka fiturnya aja. soalnya, fiturnya, banyak banget player solo yang pengen main role nya sendiri. misalnya, ad orang yang role nya mid, tapi dapetnya roam terus. kalau misal ada orang yang dapet mid, pasti jadi keributan.. jadi, mohon dirapihin ya, agar kita tidak berebutan lane lagi..",5
saya sangat menyukainya tapi ada ketidak adilan dalam game ini 1.mendapat musuh mantan mtytic glory dan mtytic honor dan mawi dan legend 2.mendapatkan tim beban dan draksistem 3.match macing makin lama saran saya kalo rating nya mau bertambah harus di perbaiki lagi keluhan dari pemain,5
"game nya bagus grafik, musik, dan karakternya banyak banyak. tapi peningkatan jaringannya tingkatkan lagi, saat di pertandingan kadang sinyalnya merah sampai 299, jadi afk aja karna jaringannya merah banget 😞. tapi kalo jaringanya bagus wah, ini game seru. itu aja keluhanya. terima kasih😊😊😊😊.",5
"Match dan jaringan buruk, sistem WS dan LS berpola seperti terprogram. Setelah WS dapat tim 180° nauzubillah, KDA tiga teman tim 0/>10/<5?! Update berat bunuh player miskin. Skin mahal, sistem gacha sulit. Gameplay dan transaksi game buruk. Gameplay dipengaruhi gadget, provider, kestabilan jaringan namun transaksi? Pelit & kikir. Siklus install uninstall, tidak ada perubahan. Kenapa MLBB tidak ada perubahan guys? MLBB belum tau rasanya bangkrut. Bangkrut dan sepi dulu baru kapok.",5
"halo mobile legends saya pemain RRQ_frost52 ingin mengucapkan terimakasih yang telah memberikan event yang bagus dan di event selanjutnya lebih bagus lagi dan teruntuk pemain lainnya yang telah kalah beberapa kali ini cuma game doank ya dan ngga papa, dan jangan menyerah ya dan ingat kd itu ngga penting kita have fun kalah main lagi menang ya syukuri ya Terima kasih mlbb",5
tolong di perbaiki lg sinyal bagus kouta masi ada banyak giliran rank ngelag minta ampun kadang sy sampai afk keluar gak mau lanjutin rank nya,4
sumpah jangan maen gami ini game ini kaya anj gak jelas tim draksisten musuh setara onik emang gila yang buat game ini plis jangan main game ini kalo gak mau stres kenapa aku kasih reting lima biar keliatan paling atas,5
"Gamenya seru, bisa mabar sama temen, tapi update sekarang sedikit curang. Misalnya kamu main role Jungle dan Exp, tetapi yang dapet role Jungle tidak berpengalaman, dan yang berpengalaman ditaruh di Exp. Tolong seimbangkan ini.",4
kenapa? kenapa aku selalu di kasih kalah terus aku capek aku main ini game cuma buat senang senang tapi kenapa Mala makin stress niat GK sih lu kasih team aku bego semua giliran musuh jago semua please lah don't normalize bad team love orng orng juga bosan kalau lu kasih team Bott terus kasih kalah 2 or 3x tapi jangan terus terus kau kasih kalah ini aku kasih bintang 5 biar ulasan gw keliatan Please don't make your players bored playing this game.,5
"saya sudah bermain game mobile legend 7 tahun lamanya , tapi di akhir"" ini pas main , terus di in gamenya suka hilang tiba-tiba jaringannya padahal buka aplikasi yang lain lancar""aja., apalagi kalo lagi war suka merah tiba-tiba ping nya dan juga ngga bisa di kontrol analog nya dan jalan"" sendiri ga jelas . mohon kenapa bisa begini ya?🙏🙏🙏 apresiasi juga buat moonton selalu buat event"" skin gratis yang sangat bagus dan juga skin gratis itu sangat membantu buat para player gratisan❤️❤️🙏🙏🙏",5
"game nya bagus, grafik nya juga bagus, tapi agak sedikit kurang di jaringan ya soalnya kalo di cek jaringan bagus tapi waktu main jaringan nya merah",5
"Jujur gw suka main game ini tapi saat ada updet koneksi langsung jadi buruk dan downloadnya pun jadi lama,apalagi saat sedang main aduuh.. Plis lah moonton perbaiki masalah koneksi jangan skin dan hero mulu yang di updet kita butuh kenyamanan saat bermain.TERIMA KASIH",5
"Kenapa game ini makin hari makin aneh? Eventnya aja yang banyak, tapi sistem busuk, matchmakingnya sampah. Apalagi kalau tiap update selalu ada masalah jaringan padahal sinyal dipake ke aplikasi yang lain lancar tapi kalo dipake ke MLBB malah ngelag ga jelas.",5
"game ini sangat bagus,punya banyak skin Hero juga,Hero nya bagus bagus🫶🏻.pokoknya MOONTON hebat🫶🏻❤️",5
bagus bangettt pertama kali main di 2025 seruu awalnya ga bisa main tp makin sesini makin bisaa bagus deh game nya moonton 👍🏻,5
baguss bgtt aku suka game ini dan ini juga setiap bulannya pasti ada event dan event yang ga kalah menariknya kaya game nya,5
game nya butuh strategi yang tunggi dan kerjasama dengan tim tapi jika tim kita ada yang main individu pasti tim akan kalah,4
animasih skin nya bagus para pemula udah tidak takut lagi tidak ada skin karena moonton Uda menyediakan skin gratis bagus dan tidak kalah jau sama skin mahal ayo cobain😁🙏🏻,5
"Game nya bagus, tapi tolong kalo ngasih musuh yang seimbang dengan kita Event nya seru saya suka semoga bisa diperbaiki dan lebih rapi lagi, kadang ada player yang main Hero nya tidak ikut Lane tolong diatur lagi dengan rapi dan player lainnya supaya tidak marah² dan stress. Terimakasih semoga bisa diperbaiki lebih rapi dan cantik🙏🏻🙏🏻",5
"game nya bagusss, grafik nya oke sm skin skinny bgs bgs semua bisa Mabar berlima, dan Hero nya op op semuaaa",5
"tolongg yaa, sekrangg pilihan role nya ga sesuai hero, ada yang rafela hyper ada yang nana exp maksudnya apa coba?? apalagi fanny roam gajelas bangett, terus banyak feeder bikin rugi di bintang, min kalo ada yang feeder ban aja akun nya secara permanen rungkaddd!!!!!",5
"game nya seru si cuma yang jadi masalah utamanya jaringannya aja masa wifinya bagus gaada yang make tiba² ngeleg? ga cuma waktu pake wifi aja, waktu make kuota juga, itu aja si kritik dari saya, buat yang ada di mlbb udah bagus banget skin²nya colabnya sama naruto juga bagus hampir gaada kekurangan.",5
"permainan nya sangat bagus banget, epic dan tidak ngeleh sedikit pun, dan juga banyak sekali hero hero nya",5
game nya keren dan banyak sekali Hero dan juga skin . mode permainan nya banyak setip aku main ml itu aku senang sekali,5
"ini game bagus bgt sihhh grafik nya skinnya yg keren bgt ,buat lah game mobile legend ini tambah keren dan bagus moonton",5
"Game nya bagus, tetapi terkadang nge-lag walaupun sudah pake kuota, itu apa ya?, moonton?, bug kah? atau cit? sering sekali aku bermain dan sering terkena bug server, satu serven ngeleg dan ntah mengapa sudah menang, tetapi tidak ada hasil pertandingan nya? kenapa itu? tolong ya moonton kurangi bug nya, btw dark system nya juga kurangin, hehe",5
"game nya seru banget untuk mengisi kegabutan,dan karakter karakter nya itu bagus bagus semua pokoknya best banget ini game",5
"ini knpa dah,ml gua ngleg banget kaga ngotak gua main kapanpun ttp ngleg,gua udah main dari lama,udah ngalamin ngleg tanpa hnti.misalnya nih ya season sekarang leg bgt ga ngotak.nah terus season selanjutnya lancar.pliss moonton perbaikin ping nya ini gua mau naik glory susah amat,udh mah ngleg+di kasi draksistem terus hari2.kapan gua naik glory klo gini caranya? PERBAIKIN PING NYA DAN KASI GUA TIM JAGO SKALI2.GUA UDAH MUAK DI KASI DRAKSISSTEM TERUS TIAP HARI (JEMBUT).",5
"Game nya seru tapi pihak moonton g adil selalu di dalam game keseringan ngelek parah padahal jaringan bagus, menghubungkan kembali malah mati, tim juga sering di kasih yang belajar sedang kan lawan yang bisa main bagus,,jadi sering kalahnya dari pada menangnya, tolong diperbaiki lagi jaringan biar lebih asyik mainnya",5
game ini bagus banget aku suka! tpi tolong hilangkan bugnya sedikit itu saja terima kasih,5
"moonton update lobby kek gk bgus bnyak aturan lah mempersulit main,harus ini itu yg wajar wajar aj,update mobile legend makin parah makin jelek pindah game tambah buruk mobile legend makin aneh main jadi sulit",5
Mantep permainan oke knpa sekarang laporan langsung d Terima ga d tinjau lagi siapa yang ga bwrkotrbusi dan ga bisa ngelaporin balik tolong dong klo ada yg d laporin pertandingan bisa ngelaporin balik jangan sepihak doang yg d rugiin,5
